ID	A_WT	B_WT	C_WT	D_WT	A_KO1	B_KO1	C_KO1	D_KO1	padj	log2FoldChange	pvalue	foldChange	log10padj
SUPT20H	2100.772674	2404.728611	2108.515684	2000.054933	2064.394688	2099.978966	1858.215241	1812.161219	0.575769131	-0.136684571	0.122043832	0.909607105	0.239751623
IFRD1	3831.196366	3972.705467	3778.754745	4008.805757	3236.287913	3427.713656	4388.648317	4161.447838	0.95234837	-0.035160468	0.748672098	0.975923205	0.021204157
PXMP4	175.5965001	184.4051639	197.0403303	167.1543495	257.2178129	224.2604883	180.4181382	157.978059	0.799864952	0.177250203	0.33967293	1.130726649	0.096983332
WDR72	20.22020304	30.91184828	23.93947938	27.05388315	28.8261342	18.76656806	10.98993736	13.24977269	0.709417212	-0.517349968	0.22208282	0.698653986	0.149098279
LOC100272217	56.40372428	77.81258361	62.61094607	53.14155619	65.41315069	31.9031657	47.62306187	43.82617121	0.637709411	-0.409438796	0.16102407	0.752916199	0.195377174
SENP5	1799.598071	1652.184994	1605.786617	1434.822017	1674.133179	1621.43148	1440.597622	1288.285591	0.800661373	-0.107847322	0.342201921	0.927971677	0.096551123
DONSON	621.5051883	781.3236135	1013.744877	730.4548451	797.1534805	722.5128702	909.4173161	860.2160116	0.939431534	0.063228616	0.695230006	1.044801314	0.027134866
FCRLA	41.5046273	40.50518051	40.51296511	28.98630338	92.02188996	76.00460063	90.66698318	39.74931807	0.091375321	0.979312575	0.003343541	1.971525779	1.039171085
HPCAL1	889.6889339	756.8073201	780.7953275	681.1781294	788.2839007	825.7289945	731.7466622	714.468512	0.971926859	-0.02211867	0.836124018	0.984785435	0.012366416
TTF1	877.9825006	823.9606456	808.4178037	829.0082766	801.5882704	822.9140093	855.3834575	869.3889311	0.989680139	0.005235932	0.938151031	1.003635865	0.004505145
CFL1	23097.8572	19105.65409	17425.17874	20879.80053	21384.55679	21369.49105	20715.11609	19217.26647	0.938720471	0.038540297	0.690650307	1.027074119	0.027463711
PGAP2	291.5966123	313.3821861	348.0432002	329.4776484	294.9135269	340.6132102	413.954307	479.0302434	0.603241557	0.253250671	0.138554656	1.191889649	0.219508748
KCNMB1	7.44954849	11.72518383	61.69019687	18.35799214	17.73915951	15.01325445	20.14821848	24.46111881	0.909820917	-0.365611832	0.589080361	0.776139652	0.041044083
MFAP5	13.83487577	30.91184828	169.4178541	103.3844821	6.652184816	13.13659764	155.6907792	167.1509786	0.984601158	0.109164411	0.910297644	1.078603344	0.006739658
GPS1	3499.159348	3320.358876	3055.045869	3431.01211	3171.98346	3510.286555	3166.933615	3136.119274	0.91875213	-0.034807474	0.619519621	0.97616202	0.036801641
ACAT2	7078.135287	5166.542367	4996.905946	6538.343832	7095.663804	6803.819249	6419.955072	6056.165333	0.735699898	0.14948512	0.244949533	1.109173551	0.133299304
TMEM52	59.59638792	58.62591916	74.58068576	53.14155619	45.45659624	59.11468938	70.5187647	65.22965017	0.981330119	-0.031185771	0.895250983	0.978615629	0.008184872
SFR1	141.5414213	167.3503511	174.0216001	159.4246686	133.0436963	143.5642456	161.1857479	152.8819926	0.836062658	-0.120342657	0.402634838	0.919969121	0.077761173
IL34	26.60553032	35.1755515	43.27521273	17.39178203	29.93483167	22.51988167	23.81153094	23.44190553	0.846228656	-0.300937307	0.428723758	0.811724854	0.072512272
ANKRD18A	43.63306973	41.57110631	100.3616636	62.80365732	68.7392431	50.66973376	54.94968678	80.51784942	0.988295215	0.031184301	0.929523108	1.021850613	0.005113307
RPS12	6547.088901	6530.927394	7770.202558	7543.202349	6952.64183	6759.717814	8630.764136	9840.504256	0.671470516	0.180833097	0.188730775	1.133538268	0.172973052
CTNS	427.8169276	441.2932824	400.525905	499.5306282	369.1962573	465.4108878	459.7457127	415.8390198	0.93986014	-0.047259526	0.697327115	0.967772919	0.026936769
KLHL8	1145.102025	1028.6184	952.05468	1009.689568	1216.241124	1082.830977	999.1684712	984.5600322	0.91875213	0.050370396	0.619678096	1.03553075	0.036801641
AKAP12	9615.238658	9685.001845	9953.298927	11861.19534	10166.75579	9175.913452	11400.22835	12007.3517	0.918115023	0.056245793	0.615025447	1.039756564	0.037102906
AGER	148.9909698	190.8007187	219.1383113	115.9452135	89.80449502	148.2558877	127.3001077	169.1894051	0.707951738	-0.335441013	0.220588733	0.79254183	0.149996348
CTDSPL	584.2574459	719.499917	1143.570515	960.412852	854.8057489	769.4292904	1098.993736	1146.614944	0.842067111	0.182989625	0.419334564	1.135233938	0.074653295
CHST3	276.6975153	240.8992315	507.332813	337.2073293	507.783441	302.1417457	465.2406814	393.4163276	0.752168183	0.291250712	0.26771308	1.223700678	0.123685041
LIX1L	1067.413876	1080.848764	951.1339308	826.1096463	919.1102021	885.7820123	802.2654269	691.0266064	0.423699457	-0.250941655	0.056541833	0.840347736	0.372942093
RBM28	588.5143307	606.5117818	709.8976386	673.4484485	685.1750361	675.5964501	614.5206638	752.1794035	0.854649473	0.07951103	0.446526448	1.056659848	0.068211971
SERGEF	473.5784397	480.7325371	435.5143749	471.510535	434.609408	441.0143494	495.4630091	393.4163276	0.863208698	-0.075318876	0.462333931	0.949132313	0.063884192
DHX29	2251.892086	2095.610128	1469.515734	2116.966357	2390.351744	2190.058492	2116.478769	2099.579365	0.760726977	0.149076838	0.279404952	1.1088597	0.118771182
IFT80	1235.560828	1551.987969	1604.865868	1259.937987	1025.545159	1165.403876	1211.640593	1296.439297	0.327905275	-0.266353495	0.032251935	0.831418356	0.484251597
CPEB1	748.1475126	908.1687841	876.553245	753.6438878	567.6531043	658.7065388	740.9049434	601.3358375	0.093439926	-0.35450711	0.003501352	0.782136811	1.029467516
SNCB	240.5139941	301.6570022	309.3717335	272.4712518	319.3048712	415.6794825	414.8701352	366.9167822	0.065119485	0.433205203	0.002045518	1.350230022	1.186289045
STX18-AS1	34.05507881	34.10962569	36.82996828	28.98630338	27.71743673	31.9031657	31.13815584	37.7108915	0.971227115	-0.059621101	0.830034238	0.959516087	0.012679201
PRKAG2-AS1	54.27528186	111.9222093	105.8861588	60.8712371	23.28264686	18.76656806	25.64318716	26.49954538	3.03E-05	-1.822884521	2.76E-07	0.282655266	4.51867439
TMEM63A	85.13769703	118.3177641	447.4841146	149.7625675	148.5654609	121.9826924	199.6505286	242.5727616	0.947000402	-0.169003205	0.730642899	0.889457018	0.023649837
RAD51	416.1104942	487.1280919	630.7132068	516.9224103	729.5229348	581.7636098	626.4264292	582.9899984	0.402987746	0.295955534	0.049937245	1.227697844	0.39470816
SLC44A4	7.44954849	12.79110963	21.17723176	13.52694158	6.652184816	9.383284029	8.242453016	6.115279703	1	-0.856206846	0.115893338	0.552403036	NA
C17orf53	157.5047395	157.7570188	224.6628065	147.8301472	197.3481495	190.4806658	185.9131069	189.5736708	0.831108231	0.147759991	0.390050576	1.107848029	0.080342417
TSGA10	18.09176062	37.3074031	30.38472383	36.71598428	51.00008359	29.08818049	38.46478074	23.44190553	0.91011086	0.208444368	0.589888113	1.15544162	0.040905703
PROSC	883.3036067	945.4761872	975.0734102	915.9671868	870.3275135	926.1301336	935.0605033	881.6194905	0.894937558	-0.041661275	0.537501135	0.971535572	0.048207266
RNF39	44.69729094	41.57110631	37.75071749	34.78356405	25.5000418	36.59480771	32.96981207	31.5956118	0.732898999	-0.318618155	0.242636886	0.801837528	0.134955871
CAMKMT	151.1194122	156.691093	221.9005589	172.9516102	144.130671	145.4409024	179.5023101	229.3229889	0.992592701	-0.010215344	0.961954998	0.992944272	0.003228923
LOC100499484	43.63306973	65.02147398	52.4827048	34.78356405	62.08705829	54.42304737	58.61299923	47.90302434	0.870479496	0.188235361	0.487702687	1.139369238	0.060241454
BMS1P4	68.11015762	100.1970255	67.21469211	73.43196856	57.65226841	71.31295862	53.11803055	59.11437046	0.58612267	-0.354264999	0.128634946	0.782268079	0.232011481
HERC3	609.798755	576.6658594	572.7060067	537.2128226	494.4790713	486.0541127	501.8738059	433.1656456	0.095709095	-0.260708683	0.003645412	0.834677807	1.01904679
ACSS2	1058.900107	1045.673213	1289.969639	1157.519715	888.066673	1003.073063	1051.370674	1179.229769	0.706633581	-0.143451347	0.21947498	0.9053507	0.150805728
IPCEF1	133.0276516	101.2629513	84.70892704	91.7899607	131.9349989	133.2426332	117.2259985	101.9213284	0.735984621	0.240348901	0.245677225	1.181278307	0.13313126
CADM3	13112.26956	11663.36014	9184.47334	11655.39259	13295.50005	14642.61473	12556.91926	11043.17593	0.656156865	0.17617892	0.17349413	1.129887332	0.182992323
PDXDC1	4326.05923	4675.150572	4273.19707	4434.904417	6036.857721	6257.712119	6095.75192	5875.764581	1.64E-17	0.45469247	3.71E-20	1.370490635	16.78545235
C19orf71	42.56884851	52.23036434	58.00720004	30.9187236	22.17394939	30.02650889	40.29643697	31.5956118	0.523673121	-0.561028982	0.090879407	0.677818547	0.280939717
ATF7IP2	73.43126369	76.74665781	110.4899048	79.22922924	85.36970514	78.81958584	109.8993736	129.440087	0.78982052	0.245298412	0.324064435	1.185337925	0.102471587
AZU1	11.70643334	18.12073865	21.17723176	20.29041237	7.760882286	5.629970417	16.48490603	19.36505239	0.785245641	-0.534710816	0.31617206	0.690297031	0.104994466
RFX4	3.192663639	31.97777409	53.403454	28.02009327	8.869579755	10.32161243	20.14821848	18.34583911	0.637709411	-1.015661985	0.161081763	0.494601327	0.195377174
TFE3	1156.808458	1253.528744	1431.765017	1369.11973	990.0668402	1102.535873	1349.930638	1239.363353	0.694311945	-0.154369795	0.208242948	0.898524785	0.158445363
RRNAD1	531.0463852	569.2043787	643.6036957	543.9762934	508.8921384	521.710592	503.7054621	456.6075512	0.379674353	-0.201195636	0.043294823	0.869829392	0.420588739
TRMT10B	219.2295698	251.5584895	215.4553144	210.6338046	228.3916787	216.7538611	184.9972788	203.8426568	0.841785945	-0.105489956	0.417063216	0.929489224	0.07479833
E2F5	465.06467	451.9525404	527.5892956	579.7260676	468.9790295	442.8910062	498.2104934	602.3550508	0.990568364	-0.009470863	0.945646661	0.993456798	0.004115546
SEC23IP	2067.781817	1974.094587	1824.924928	1965.271369	2222.938426	2039.925948	1962.619646	2155.636095	0.638274388	0.097597485	0.161879989	1.069990127	0.194992582
UQCRFS1	2450.901453	2208.598264	1951.06757	2298.613858	2798.352413	2439.653847	2411.375421	2346.228979	0.514198416	0.166004323	0.086020315	1.121946842	0.288869265
ABHD12	3020.259802	2877.999668	2497.992599	2635.821187	3067.765898	3017.664144	2717.262011	2486.880413	0.949016857	0.033454368	0.735705465	1.023459752	0.022726073
PODXL2	6822.722196	5349.881605	4489.573133	5793.395835	6449.293179	6664.008317	5545.339224	5302.966716	0.880024681	0.093720832	0.503672908	1.067118825	0.055505148
SYNGAP1	2520.075832	2464.420456	2741.991138	2803.941747	2513.417163	2794.341984	2530.433076	2953.680097	0.931480862	0.035173786	0.670953592	1.024680248	0.030826064
NRAP	2.128442426	7.46148062	14.73198731	15.4593618	2.217394939	8.444955626	14.65324981	26.49954538	1	0.377317621	0.655806706	1.29892454	NA
TMEM67	269.2479669	276.074783	309.3717335	249.2822091	195.1307546	244.9037132	249.1052467	256.8417475	0.553073615	-0.221462269	0.107649998	0.857695663	0.25721706
RAMP2-AS1	44.69729094	62.88962237	83.78817783	64.73607755	62.08705829	61.92967459	72.35042092	78.47942286	0.93986014	0.098252212	0.697893803	1.070475823	0.026936769
NIPBL-AS1	1628.258456	1663.910178	1342.452344	1475.402842	1484.545911	1515.400371	1298.644264	1356.572881	0.744145254	-0.111268273	0.256777711	0.925773857	0.128342284
PSMA2	2444.516126	2438.838237	2266.884548	2539.200176	2647.569557	2363.649247	2657.733184	2707.030482	0.633119586	0.098712986	0.156474606	1.07081777	0.198514251
NPRL3	641.7253913	636.3577043	622.4264639	742.0493665	588.7183562	681.2264205	654.8171007	720.5837917	0.994882906	0.001914465	0.983817214	1.001327887	0.002228031
DDC	267.1195244	383.733289	377.5071749	404.8420372	108.652352	161.3924853	357.172964	214.0347896	0.274275882	-0.76730589	0.022826763	0.587513582	0.561812379
MXD4	3197.984745	2802.318936	2370.929208	2735.340829	2742.917539	2955.734469	2458.082655	2206.59676	0.846228656	-0.09972578	0.427655413	0.933210355	0.072512272
TSPAN15	520.4041731	502.0510532	535.8760385	354.5991113	660.7836917	588.3319086	391.0586042	302.7063453	0.989270998	0.02210287	0.9320603	1.015438503	0.004684723
IFITM1	23.41286668	106.5925803	339.7564574	90.82375059	14.4130671	52.54639056	194.1555599	208.9387232	0.966451899	-0.254239556	0.798849487	0.838428954	0.014819756
TPCN2	202.2020304	287.7999668	278.0662605	260.8767304	176.2828976	239.2737427	278.4117463	282.3220796	0.940366541	-0.074773933	0.702442183	0.949490892	0.026702832
ARHGAP29	204.3304729	237.701454	468.6613463	382.6192046	200.674242	221.4455031	475.3147906	546.2983201	0.936141347	0.158376265	0.681719806	1.116030353	0.028658573
APC	7155.823435	6352.917785	4484.048638	7125.799581	7291.903256	6762.5328	6304.560729	7042.763791	0.833488872	0.125551415	0.397525101	1.090924617	0.079100194
ACRBP	32.9908576	36.2414773	34.98846986	20.29041237	13.30436963	20.64322486	21.97987471	9.172919555	0.296070473	-0.925340444	0.026952269	0.526556248	0.528604903
NIFK-AS1	169.2111728	154.5592414	171.2593525	179.7150809	140.8045786	144.502574	196.9030443	164.0933387	0.941370975	-0.060605457	0.705054231	0.958861629	0.026239196
NLE1	528.9179428	476.4688339	483.3933337	465.7132743	531.0660878	547.0454589	576.055883	527.952481	0.423469158	0.160413995	0.056384053	1.1176078	0.373178214
UBE2Q2L	9.577990916	18.12073865	8.286742863	8.695891014	8.869579755	13.13659764	5.494968678	9.172919555	1	-0.278786726	0.619333326	0.82428393	NA
SNAP25-AS1	20.22020304	15.98888704	11.96973969	29.95251349	27.71743673	15.01325445	15.56907792	19.36505239	0.993629835	-0.015581996	0.9693912	0.989257501	0.002775377
NXPE3	1462.239946	1409.153911	1155.540255	1325.640275	1327.110871	1440.334098	1253.768687	1245.478633	0.970266044	-0.022687778	0.818627989	0.984397038	0.013109167
NPTN	3030.902014	2945.152993	2546.792306	3187.527162	3623.22333	3434.281955	3544.254797	3679.359955	0.019881494	0.286432092	0.000443165	1.219620319	1.701550986
WIPF3	19.15598183	35.1755515	100.3616636	47.34429552	18.84785698	20.64322486	47.62306187	73.38335644	0.90955479	-0.334090085	0.587352181	0.793284307	0.041171135
TBCC	1003.560604	866.5976778	683.1959116	905.3388755	953.4798237	973.0465538	903.9223475	922.3880219	0.800186752	0.118413562	0.340760438	1.085540508	0.096808643
NDUFA7	589.5785519	541.4903079	546.9250289	533.3479822	484.5007941	480.4241423	456.9982284	487.1839497	0.150356338	-0.212117956	0.007496426	0.863268974	0.822878261
NEURL4	2474.31432	2287.476773	1978.690046	2348.856784	2309.416829	2539.116658	2281.327829	2187.231707	0.938720471	0.036124723	0.691374168	1.025355877	0.027463711
NRP1	659.817152	783.4554651	1015.586375	763.305989	658.5662968	749.7243939	1038.54908	853.0815186	0.973132676	0.034460338	0.849778362	1.024173644	0.011827944
AGPS	2884.039487	2888.658926	2601.11651	2962.400205	2854.895984	2493.138566	2614.689262	2756.971933	0.74907177	-0.080861504	0.262107304	0.945492878	0.12547657
FBXO25	452.2940155	417.8429147	281.7492573	471.510535	431.2833156	419.4327961	377.3211825	353.6670095	0.971926859	-0.036952952	0.836306387	0.974711417	0.012366416
CDK7	479.963767	528.6991982	487.9970797	550.7397642	436.8268029	498.2523819	568.7292581	532.0293342	0.99094987	-0.006867334	0.950257806	0.995251238	0.003948315
MEF2D	3933.361603	3763.78401	3520.024218	3612.659611	3987.984797	3909.076126	3454.503642	3572.34256	0.982973221	0.009121586	0.899543839	1.006342631	0.007458313
RAD9A	220.2937911	255.8221927	266.0965208	227.0593765	199.5655445	243.0270563	250.9369029	228.3037756	0.911931562	-0.070769844	0.593432814	0.952129791	0.040037753
ARF4	5974.537889	5503.37492	4884.574543	5776.970263	5978.096755	5495.789456	5489.473709	5525.155212	0.956800224	0.022599554	0.77340939	1.015788153	0.019178732
SLC17A6	5146.573785	5753.867484	5983.949096	3717.010303	3408.136021	4151.164854	4928.071076	3784.338923	0.389191405	-0.340245193	0.046324964	0.789907052	0.409836759
SMS	3267.159123	3606.026991	3962.904587	3676.429479	3444.723037	3787.093434	4711.019813	4698.573239	0.557036862	0.197509813	0.111516733	1.146717335	0.254116064
NFKBIA	321.3948063	302.722928	349.8846986	279.2347225	319.3048712	331.2299262	331.5297769	279.2644398	0.989680139	0.009456473	0.936860845	1.006576257	0.004505145
STK26	512.9546246	819.6969424	1980.531544	1235.782734	964.5667984	919.5618348	1836.235366	2017.023089	0.877063665	0.334731699	0.498254287	1.26114285	0.056968881
MFN1	1181.285546	1302.561331	1130.680026	1156.553505	1204.045452	1247.038447	1137.458516	1248.536273	0.960552605	0.020241864	0.784670877	1.014129482	0.017478846
TMEM131	1660.185092	1720.404246	1413.350033	1884.10972	1953.524941	1820.357102	1644.827291	1816.238072	0.758290827	0.11544984	0.276474304	1.083312776	0.120164197
LRRC40	4560.187897	4283.955802	3582.635164	4150.838644	4660.964161	4355.720446	4219.220116	4068.699429	0.874773806	0.062038721	0.493446192	1.043939946	0.05810423
LOC401320	155.3762971	217.4488638	265.1757716	139.1342562	123.0654191	197.0489646	134.6267326	130.4593003	0.579497825	-0.408698663	0.124975766	0.75330256	0.23694819
YPEL5	2727.598969	2578.474517	2566.12804	2531.470495	2561.091154	2471.557013	2537.759701	2278.960903	0.676895375	-0.078813733	0.194027949	0.94683587	0.169478453
ALOX5	9.577990916	22.38444186	23.01873017	11.59452135	9.978277224	6.56829882	20.14821848	7.134492987	0.779864439	-0.598864339	0.308032333	0.660273505	0.107980883
DLGAP5	1279.193898	1447.52724	1644.458084	1330.471325	2232.916703	1769.687368	1702.524462	1506.397234	0.236391019	0.338422509	0.016720519	1.264373329	0.626369026
VILL	63.85327277	82.07628682	61.69019687	93.72238092	97.56537731	83.51122786	74.18207715	72.36414315	0.914965806	0.118666954	0.604043738	1.085731186	0.038595136
GAS1	190.4955971	264.3495991	286.3530034	317.8831271	385.8267193	365.0097487	353.5096516	308.821625	0.244040462	0.414510028	0.018148379	1.332845935	0.612538161
B3GNT9	32.9908576	39.43925471	94.83716832	38.64840451	42.13050384	41.28644973	62.27631168	52.99909076	0.980656933	-0.05459068	0.892826497	0.962867588	0.008482897
POLDIP3	2539.231814	2374.882689	2419.728916	2573.98374	2740.700144	2734.288966	2543.25467	2626.512632	0.444083486	0.103242266	0.062149804	1.07418484	0.352535376
PSMC5	3736.480678	3257.469254	2889.311011	3529.565541	3724.1148	3582.537842	3525.022407	3379.711249	0.813193825	0.083573378	0.362182007	1.059639389	0.089805928
MAGI1	2431.745471	2180.884193	1912.396103	2721.813887	2737.374052	2508.151821	2818.003103	3059.678278	0.318341765	0.266572957	0.030237279	1.202946897	0.49710638
ASS1	769.4319369	1077.650987	1544.09642	1049.304182	892.5014628	856.6938318	1466.240809	1048.770469	0.96825623	-0.058508859	0.806557834	0.960256108	0.0140097
ENPP4	427.8169276	502.0510532	510.0950607	446.389072	446.8050802	490.7457547	497.2946653	496.3568692	0.946999868	0.034249885	0.728880411	1.024024253	0.023650082
FADD	625.7620732	591.5888206	625.1887115	590.3543788	710.6750779	609.9134619	666.7228662	609.4895437	0.758290827	0.093136172	0.275813118	1.066686458	0.120164197
AAMP	2456.222559	2135.049383	2192.303862	2269.627555	2269.50372	2220.085001	2348.183282	2357.440326	0.945879509	0.022643556	0.724630258	1.015819136	0.024164183
KIF26A	5213.619722	4124.066931	3640.642364	4140.210333	5318.421761	5223.674219	4384.069177	4524.287767	0.615003577	0.184318176	0.145156336	1.136279835	0.211122358
SLC36A4	930.12934	1161.859125	1192.370223	1112.10784	844.8274717	916.7468496	957.040378	1067.116308	0.431152236	-0.215876082	0.058613482	0.861023141	0.365369357
AKIRIN1	9217.219925	9190.412273	8489.307688	10242.7934	9764.298613	9802.716825	10310.3929	10640.58668	0.507465973	0.125633535	0.082605127	1.090986715	0.294593073
MOCOS	29.79819396	27.71407088	38.67146669	8.695891014	26.60873927	21.58155327	13.73742169	23.44190553	0.896936727	-0.301067483	0.550434413	0.811651614	0.047238193
C11orf49	1728.29525	1751.316094	1546.858668	1595.212896	1392.524022	1524.783655	1429.607684	1250.574699	0.119745672	-0.24165733	0.005025539	0.845773152	0.921740174
LRRC37A4P	553.3950307	639.5554817	645.4451941	666.6849777	706.240288	698.1163317	632.837226	815.3706271	0.529512494	0.186343921	0.09301176	1.137876452	0.276123788
RAPGEF3	29.79819396	34.10962569	54.32420321	58.93881687	33.26092408	29.08818049	48.53888999	56.05673061	0.96825623	-0.089233083	0.806871748	0.940022319	0.0140097
IFT43	358.6425487	326.1732957	290.9567494	256.0456798	329.2831484	319.031657	239.0311375	262.9570272	0.896936727	-0.098697941	0.551037822	0.933875451	0.047238193
KRT80	9.577990916	5.329629014	22.09798097	8.695891014	8.869579755	6.56829882	9.158281129	18.34583911	1	-0.10133894	0.874952415	0.932167461	NA
LINC01347	287.3397275	430.6340244	350.8054479	328.5114383	304.8918041	375.3313612	271.0851214	350.6093696	0.89660768	-0.101759135	0.548941425	0.931896001	0.047397546
MSL3	782.2025914	708.8406589	668.4639243	687.9416002	732.8490273	714.0679146	686.8710847	612.5471836	0.909150088	-0.051608043	0.585444683	0.964860286	0.041364415
MAP3K6	526.7895004	723.7636202	922.5907054	705.3333822	353.6744927	394.0979292	452.4190878	434.1848589	0.000500708	-0.816634801	6.02E-06	0.567764755	3.30041567
PARD6G-AS1	27.66975153	8.527406423	7.365993656	7.729680901	14.4130671	18.76656806	18.31656226	21.40347896	0.814233166	0.517263308	0.365012746	1.431237713	0.089251212
OXLD1	145.7983062	148.1636866	166.6556065	149.7625675	144.130671	152.0092013	126.3842796	155.9396324	0.906325387	-0.079988049	0.576235007	0.946065484	0.042715855
NDUFB2	1294.092995	1071.255432	1091.08781	1190.370859	1309.371711	1159.773906	1285.822671	1254.651552	0.702661256	0.108437363	0.217100724	1.078059917	0.153253992
SZRD1	3401.250996	3128.492232	3506.21298	3461.930834	3728.54959	3453.986851	3708.188029	3464.305952	0.623735959	0.088495426	0.149784585	1.063260738	0.204999218
RAB11FIP5	475.7068821	456.2162436	541.4005337	488.902317	593.1531461	537.6621749	520.1903681	553.4328131	0.493798162	0.16552406	0.077923179	1.121573416	0.306450531
GALNT7	618.3125247	860.2021229	1439.13101	880.2174126	562.109617	625.8650447	1043.128221	1299.496937	0.950106099	-0.105419229	0.74061449	0.929534792	0.022227894
TMEM144	5.321106064	8.527406423	44.19596193	14.49315169	4.434789878	3.753313612	19.23239037	34.65325165	0.966757788	-0.228703741	0.800569579	0.853401327	0.014682321
NDRG2	455.4866791	389.0629181	495.3630734	377.788154	409.1093662	391.282944	402.9643697	320.0329711	0.697401028	-0.173584702	0.210634653	0.886636892	0.156517417
15-Sep	3257.581133	2955.812251	2979.544434	2991.386509	3286.179299	2919.139661	3115.64724	3217.656337	0.884923775	0.041189723	0.517933947	1.028962014	0.053094137
AMPD3	34.05507881	90.60369325	81.02593021	50.24292586	49.89138612	60.05301778	51.28637432	51.97987748	0.853188456	-0.263591303	0.443043364	0.833011719	0.068955029
ENDOD1	670.4593641	754.6754685	681.3544132	743.0155766	925.7623869	988.9981366	892.9324101	779.6981621	0.033617066	0.332552141	0.000869557	1.259239011	1.473440198
LINC00304	9.577990916	12.79110963	10.12824128	21.25662248	16.63046204	17.82823965	18.31656226	22.42269224	0.75453397	0.481792326	0.27216936	1.396477497	0.122321203
THAP4	1017.395479	988.1132193	1079.118071	1028.04756	1014.458184	1011.518018	1092.582939	1023.290137	0.97751315	0.010061277	0.875449586	1.006998321	0.009877392
CPSF6	4469.729094	4930.972764	4775.005387	4724.767451	4680.920716	4455.183257	4676.218345	5118.489111	0.993754546	0.00218712	0.972544211	1.001517146	0.002720872
MKS1	446.9729094	542.5562337	501.8083178	462.8146439	410.2180637	403.4812132	450.5874316	376.0897017	0.251742153	-0.251720828	0.019225781	0.839894003	0.599044058
RFC5	540.6243761	680.0606622	769.746337	624.1717328	667.4358766	604.2834915	690.5343971	684.9113267	0.980655417	0.016975071	0.892556189	1.011835717	0.008483568
SGSH	419.3031579	417.8429147	376.5864257	391.3150956	351.4570978	395.974586	352.5938235	367.9359955	0.662847889	-0.126937305	0.180928669	0.915773482	0.178586122
AGBL2	5.321106064	8.527406423	20.25648255	10.62831124	6.652184816	5.629970417	13.73742169	16.30741254	1	-0.086655384	0.892250721	0.941703382	NA
INHBC	7.44954849	18.12073865	21.17723176	8.695891014	6.652184816	11.25994083	16.48490603	10.19213284	0.90952293	-0.309077488	0.586488496	0.807157721	0.041186347
ARID3A	1516.515228	1449.659092	1478.723226	1645.455822	1675.241876	1579.206702	1626.510729	1637.875747	0.579497825	0.097560617	0.124821627	1.069962784	0.23694819
TMEM50A	5936.225925	5224.10236	4885.495292	5335.412242	5247.465123	5316.568731	5483.062912	5009.43329	0.955809465	-0.021848603	0.768604748	0.9849698	0.019628673
ANTXR2	989.725728	760.0050975	678.5921655	925.6292879	1238.415073	829.4823081	655.7329289	799.0632145	0.949798738	0.070343633	0.739212237	1.049966744	0.022368412
RAP1GAP	727.9273096	886.850268	1063.465334	755.5763081	698.4794057	722.5128702	711.5984437	722.6222182	0.388591328	-0.266696515	0.045846935	0.831220699	0.410506896
CCDC85B	433.1380336	359.2169956	382.1109209	378.7543642	398.0223915	441.9526778	494.547181	492.2800161	0.37632212	0.235455236	0.042086224	1.177278163	0.424440254
HS6ST1	5673.363286	5687.780084	6183.751674	6186.643351	5969.227175	6240.822208	7355.015575	5912.45626	0.736270878	0.102486606	0.246443956	1.073622347	0.132962377
FBLN7	25.54130911	37.3074031	69.05619052	27.05388315	25.5000418	10.32161243	23.81153094	26.49954538	0.458279041	-0.890632422	0.065334429	0.539377624	0.338870005
TPPP	3077.727748	2575.27674	2212.560344	2224.215679	2510.091071	2912.571363	2206.229924	2232.077092	0.969867985	-0.032858975	0.816296558	0.977481312	0.013287376
KGFLP2	197.9451456	227.042196	204.4063239	180.6812911	292.6961319	298.3884321	304.9707616	319.0137578	4.35E-05	0.58632967	4.16E-07	1.501422148	4.361780376
CBX5	16943.46593	16654.02474	15175.78843	16428.47055	19538.5755	16691.92396	17432.78813	18034.97906	0.389191405	0.136999341	0.046427373	1.099615647	0.409836759
NXPH3	166.0185092	221.712567	300.1642415	201.9379135	138.5871837	156.7008433	204.2296692	176.3238981	0.490684642	-0.396873636	0.076494606	0.759502366	0.309197535
SLC27A2	7.44954849	8.527406423	18.41498414	8.695891014	6.652184816	7.506627223	12.82159358	20.38426568	1	0.130216796	0.829653959	1.094458155	NA
TMEM151B	3044.73689	2440.970089	2240.182821	2793.313436	2965.765731	3419.2687	3033.22271	2962.853016	0.347028024	0.23538267	0.036287139	1.177218949	0.459635452
PCGF1	218.1653486	218.5147896	199.8025779	197.106863	197.3481495	210.1855622	187.7447632	190.5928841	0.866778672	-0.083478473	0.479402364	0.943779361	0.062091784
PITRM1	2169.947053	2192.609377	1892.13962	2134.358139	2170.829645	2190.058492	1965.36713	2047.599487	0.993754546	-0.002407288	0.973536563	0.998332786	0.002720872
MFSD1	572.5510125	525.5014208	404.2089019	513.0575698	506.6747435	473.8558435	464.3248533	462.7228309	0.893186381	-0.078434442	0.532704623	0.94708483	0.049057907
DHTKD1	1454.790398	1408.087986	1690.495544	1392.308772	1567.698222	1324.919705	1396.637872	1460.532636	0.914670432	-0.049226998	0.602071283	0.96645402	0.03873536
GPHA2	9.577990916	9.593332226	5.524495242	15.4593618	24.39134433	14.07492604	7.326624903	7.134492987	1	0.390890896	0.532818067	1.311202851	NA
